tweet_id,created_at,text
2273926,Sat Nov 11 04:18:34 +0000 2017,"Dawg, 👁 just spazzed. @AppleSupport fix it NOW. I️ I️ I️ I️ I I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I I️ I️ I️"
433046,Tue Oct 10 05:18:00 +0000 2017,@AppleSupport I just got a new iPhone 8+ but I can’t get it to pair with my 1st gen Apple Watch. Help?
965355,Sat Oct 21 21:31:41 +0000 2017,@AppleSupport what should i do? https://t.co/ShFdGm0Kb0
566805,Sun Dec 03 01:13:17 +0000 2017,I swear every time there’s a update/new iPhone . My phone messes up so much. @115858 WTH IS YOUR PROBLEM ❓❗️❓❗️
1265230,Thu Oct 26 03:46:35 +0000 2017,@AppleSupport Is there currently a News app outage?
1697342,Mon Nov 06 22:46:13 +0000 2017,@115858 .....soo when y’all gonna fix this “I️” thing ????
593563,Sun Dec 03 16:58:19 +0000 2017,@115858 @AppleSupport OS 11.2 is the crappiest OS till date. Older devices are unable to support it. Apps on My iPhone 6 and iPad 4th gen keep crashing
1454594,Thu Nov 02 14:53:45 +0000 2017,It seems that there is a bug in macOS as well! My keyboard is not working &amp; it says try to connect a wireless one! @AppleSupport
2417474,Tue Nov 14 17:25:43 +0000 2017,"@AppleSupport ever since the new update my i7 has been EXTREMELY laggy, when I type the keyboard lags and opening or switching apps, everything lags. Please fix this in a new patch. 
I’m also seeing the question mark box on twitter."
687931,Thu Nov 23 16:04:44 +0000 2017,@AppleSupport Did all of that. Won’t even let me restore the phone when connecting it to the computer
2322639,Thu Oct 19 23:55:33 +0000 2017,@AppleSupport the iOS 11.0.3 is full of bugs. The camera app doesn’t open when I swipe to the left anymore. This is really pissing me off https://t.co/ZMno5iQasJ
1781735,Thu Oct 12 00:22:46 +0000 2017,"@81 @AppleSupport @34361 And @34361, next time maybe you shouldn’t open packages that don’t belong to any of your employees."
2095703,Tue Oct 10 13:07:50 +0000 2017,Glad I'm not alone with my phone fucking up since updating it. No alarms and constantly crashing😡 @AppleSupport
861953,Wed Oct 25 14:30:27 +0000 2017,"@AppleSupport The trackpad touch don't work sometimes, gets stuck and will work fine again once I restart. But happens again! Version is High Sierra only."
2425858,Tue Nov 14 18:59:42 +0000 2017,"@AppleSupport I can’t even  listen to none of my podcasts cuz the app keeps shutting down, what is going on with this new update?"
711141,Tue Oct 10 22:53:15 +0000 2017,"@AppleSupport only on calls can I not hear.... everything else works just fine. 
#frustrated"
1599718,Sun Nov 05 01:33:21 +0000 2017,"@AppleSupport This could also be an @126 thing too, so just know I’m not solely blaming ya’ll."
325919,Sat Oct 07 16:08:52 +0000 2017,@AppleSupport Thanks
2565703,Thu Nov 16 19:33:40 +0000 2017,"@AppleSupport It happens when I move an image from my desktop to my trash can. The image goes into the trash can but them a ghost image stays on the desktop. Then, the ghost image appears on top of every thing I do (websites, other apps etc.)"
1509384,Fri Nov 03 15:08:52 +0000 2017,"@AppleSupport Also- when i plug it in at say 20%, it will jump up to 50%"
722566,Wed Oct 11 03:06:20 +0000 2017,"@AppleSupport Yes they are still on my phone. But they don’t play when selected. Tones don’t play at all, but default ringtone plays instead of selected."
361774,Sun Oct 08 15:34:14 +0000 2017,@115858 my phone after it updated to iOS 11 https://t.co/8aWtb4fOTL
266510,Sat Oct 07 04:51:52 +0000 2017,@AppleSupport It crashes when I export out of adobe premiere twice now
2554029,Thu Nov 16 16:12:21 +0000 2017,"@AppleSupport I was updated my phone before few days, I lost everything that day when my iPhone stuck. It stuck on lock screen when I enter the passcode. I can access to the camera and photos only.
I restored my iPhone and restored the final backup"
2301504,Sun Nov 12 14:20:22 +0000 2017,"@AppleSupport since latest update for apple watch, battery life is crap. Doesn’t last 7 hours. It used to be all day.  Will this be fixed? Otherwise I might as well throw watch away."
2492286,Wed Nov 15 17:36:57 +0000 2017,@AppleSupport does Apple care cover headphones? Charger?
2728116,Mon Nov 20 10:37:35 +0000 2017,"Anyone else getting “call failed” and being cut off on their iPhone? It’s been constant for me for the past few weeks and I’m running the most up to date iOS! I’ve always had an iPhone, however I may seriously need to consider Samsung, as this is ridiculous @AppleSupport 👎🏻"
2093676,Wed Nov 08 03:52:47 +0000 2017,Can apple fix this iPhone glitch!!! I️ want to use my i’s without them being autocorrected every time @AppleSupport @115858 🙄🙄🙄
2795500,Tue Nov 21 21:36:34 +0000 2017,"Though I have provivided all security info needed in transferring my apple account to my new iPhone, why am locked out of my account and now having to wait two days for it to be unlocked? Not great service @AppleSupport"
2502064,Wed Nov 15 19:39:51 +0000 2017,"@AppleSupport Hi, your Friends app does not push messages from the watch to my iphone even when the function is turned on. Must be a bug !"
2903767,Tue Nov 28 18:39:42 +0000 2017,@AppleSupport been complaining about the bottom part of my phone wont work  having a hard time using space bAr
1763040,Tue Nov 07 19:21:37 +0000 2017,"@AppleSupport Had a problem for a long time, just set up my iPhone 8 and its still happening, brightness keeps going down even with auto off"
1905361,Wed Oct 25 04:31:30 +0000 2017,My phone dies at 19% &amp; my apps close on me constantly thanks @115858 &amp; no I won't buy your new phones I'll just suffer instead cuz u suk
2306229,Mon Nov 13 01:49:50 +0000 2017,@AppleSupport It didn’t fix it.. and it continues to do the exact samthing.
937393,Sat Oct 21 16:12:33 +0000 2017,@342218 @115858 It’s terrible. So many bugs still. Can’t get the fix updates right either. @115858....get it together.
2273971,Sat Nov 11 17:04:23 +0000 2017,@AppleSupport I have an iPhone 7 and this is happening on my Apple Music account playlist
1224422,Fri Nov 03 10:46:02 +0000 2017,@AppleSupport why will my phone not connect to find my iPhone or NFL fantasy? But I can text? And twitter? Why does IPhone 7 suck when 8 is?
1817803,Mon Oct 16 04:57:45 +0000 2017,WiFi and Bluetooth gets switched on each time I switch off flight mode. @115858 @AppleSupport #glitch #iOS11 https://t.co/erDS9UbYko
2406607,Tue Nov 14 15:36:42 +0000 2017,@AppleSupport Ios 11.1.1 on the iPhone 6
1581467,Sat Nov 04 18:14:13 +0000 2017,Dear @120640 why is it that my Apple iOS software suddenlyis becoming so slow that even my #iPadPro cant handle #YouTube?
1010559,Sat Oct 14 15:43:41 +0000 2017,"@AppleSupport But My iPad Pro 10.5 can’t find the handwriting information in iOS 11.0.3, this feature likely was removed, it makes me sad"
41707,Wed Nov 01 00:09:05 +0000 2017,"Please @115858 what the heck! Ever since I updated my iPhone I can’t even use Apple TV Keeps asking me to sign in I give the code, asks again"
1006070,Sun Oct 22 19:05:09 +0000 2017,@115858 are we kidding? Phone won’t hold a charge for more than an hour since updating to iOS 11 💁🏼 #blessed #getittogether!
1725746,Tue Nov 07 03:01:54 +0000 2017,"Is it crazy how my mind has already adapted so that when my eyes see I️ , my brain knows what it is lol

@115858 fix this!"
2505076,Wed Nov 15 20:38:33 +0000 2017,@115858 fuck your shitty autocorrect. Y’all sucking lately.
1680039,Mon Nov 06 10:22:06 +0000 2017,So nakakainis po talaga ang @115858 so ano na my MacBook is not working!!! @AppleSupport
2924675,Wed Nov 29 02:45:49 +0000 2017,"@116333 @AppleSupport Hi Tim! My music disappeared from my iPod Classic, I don't have a PC to restore it, it's the only way to listen to my favorite music. Is there any solution without a PC? @115858 Please, Help me!! I need my christmas music for this holidays! Best regards! https://t.co/kyKVvpeFHJ"
2266722,Fri Nov 10 22:40:35 +0000 2017,@AppleSupport restoring an iCloud backup on my new iPhone. Photos and videos haven’t gone across... I’ve erased iPhone and restored several times - what is happening?! 🤭
560417,Sat Dec 02 22:23:03 +0000 2017,@AppleSupport All of it
2834386,Mon Nov 27 09:27:00 +0000 2017,@115948 @AppleSupport i can‘t create new playlists anymore… for days it just ain‘t working. help me out.
2312102,Sun Nov 12 21:07:06 +0000 2017,@AppleSupport Just updated to iOS 11.1 and I keep getting a pop up saying sms not sent even though I’ve not tried to send one? Help pls 👍🏻
1394492,Sat Oct 28 10:27:12 +0000 2017,@AppleSupport can you help me? I’m not getting notifications for iMessages
2599495,Mon Nov 06 20:49:17 +0000 2017,@AppleSupport what is this A? Think that is substituting for i?
557826,Sat Dec 02 20:39:10 +0000 2017,@AppleSupport why’s my phone keep crashing? 😭😭😭 haaaaalp
2446404,Wed Nov 15 21:25:14 +0000 2017,"@AppleSupport That worked — thanks! ...can you also tell me why I keep getting unsubscribed from one of my podcasts? Just one, not the others"
2032660,Tue Nov 07 11:32:37 +0000 2017,"Hey @115858 support, I thought when update to iOS 11.1 the battery hugging issue will be fixed on iPhone 5s, but I was wrong. iSh!t.."
1475386,Fri Nov 03 09:39:43 +0000 2017,@AppleSupport I need quick reply... Still problem persists
1358037,Mon Oct 16 14:25:32 +0000 2017,@115858 hi kurze frage nach dem update auf ios 11 funktioniert mein wecker nicht mehr macht einfach keinen ton mehr obwohl alle töne an sind.
908008,Sat Oct 21 00:33:07 +0000 2017,I can't send messages on my phone and it's really pissing me off @115858
1738844,Tue Nov 07 13:37:15 +0000 2017,iOS glitch makes using the iPhone's keyboard a nightmare https://t.co/cXnDsth1h0 via @174844 -&gt; I️ am frustrated @115858  @AppleSupport
1151420,Sun Oct 15 00:43:28 +0000 2017,"Hey! @115858! You took my computer to fix it, lost it, and now no one knows where it is or how to fix it! Wtf?"
889049,Sat Nov 25 17:31:35 +0000 2017,@AppleSupport iOS 11.1.2 (15B202)
1857448,Thu Oct 19 07:44:12 +0000 2017,.@AppleSupport  I upgraded my iPad to 11.0.3 and now it barely works at all! Crashes constantly. Total pain!  How do I get it out?!?!
1655612,Mon Nov 06 01:40:52 +0000 2017,"OKAY @AppleSupport my phone X is frozen, won't let me type, won't let me slide to shut down . Help 😭😭😭😭"
945662,Sat Oct 21 10:22:04 +0000 2017,"My @115858 iPhone is the worst. Broken again, guaranteed to happen. Won't be getting another."
2784655,Tue Nov 21 17:43:38 +0000 2017,@AppleSupport will an Iphone 6 plus case fit an Iphone 6? is there alot of difference
847042,Fri Oct 20 11:17:53 +0000 2017,@AppleSupport what have you done to my phone with this iOS update?!?!? 🔋🆘↘️🗑
1269599,Thu Oct 26 10:53:04 +0000 2017,"@AppleSupport App Store works fine on wifi, problem is on the cellular connection only…"
1332747,Fri Oct 27 05:55:42 +0000 2017,@AppleSupport Thanks for the response. I have sent a DM
2185532,Thu Nov 09 16:46:07 +0000 2017,@AppleSupport @AppleSupport cause you’ve damaged my professional email reputation... you also ruined my ability to use my #BeatsByDre you monsters!!!
1535068,Fri Nov 03 19:48:39 +0000 2017,hey @115858 That new update deleted all my Apple Music FIX IT
2893331,Tue Nov 28 14:53:14 +0000 2017,@AppleSupport how did this happen and more importantly how do I fix it https://t.co/Z6356xDUj0
1736034,Tue Nov 07 04:54:32 +0000 2017,If one more question mark comes up as an I️ !!! I’m throwing the hands @AppleSupport
126390,Fri Nov 24 03:30:08 +0000 2017,@AppleSupport A1778 - 11.1.2 (15B202)
327105,Sat Oct 07 13:52:52 +0000 2017,"iPhone 6, 6S and 7 still crashing with iOS 11.0.2 @AppleSupport"
523007,Sat Dec 02 03:10:15 +0000 2017,@AppleSupport also you overcharged me $10 this month for my iTunes bill.
284424,Fri Oct 06 06:01:03 +0000 2017,Hey @AppleSupport I installed High Sierra last night and now my MBP is doing this 😧 https://t.co/nnk7odr42h
1643253,Sun Nov 05 22:57:42 +0000 2017,@AppleSupport my phone keeps dying really quickly like it loses battery really fast so I have to charge it 2 times a day. How can I fix it
2281169,Sat Nov 11 18:00:39 +0000 2017,@AppleSupport i believe they were synced with my yahoo account
1583087,Sat Nov 04 16:28:06 +0000 2017,@AppleSupport PLEASE FIX THIS “I️” GLITCH. DA FUQ.
1684370,Tue Nov 07 12:41:06 +0000 2017,"@115858 Por qué les sacaron el plug para audífonos, yo soy musico y trabajo con audífonos. :("
1936945,Fri Oct 27 22:18:52 +0000 2017,@115858 how do I order a new #iPhoneX &amp; switch from @ATT to @115725 from the Apple store?  I want to get my Apple Watch’s LTE working.
361704,Sun Oct 08 17:07:43 +0000 2017,@AppleSupport The old NEWS was so much better and I stopped using Flipboard but I may have to go back. Why have custome news if you are adding things?
1585378,Sat Nov 04 17:19:05 +0000 2017,Omg I’ve got the disease @AppleSupport @115858 get this glitch off my phone https://t.co/3m1cFQfIw9
2193392,Thu Nov 09 20:12:32 +0000 2017,"Ummmmmm can someone from @AppleSupport or @118721 either or...can you please DM me...I’m trying to figure out if I can change my little music plan to the student plan, and also about what the difference is....oh heck nevermind....I just asked the question on here....sheesh? Help!"
1625429,Sun Nov 05 18:17:56 +0000 2017,@AppleSupport The glitch in the letter I️ turning into an A in a box and a queston mark and the messages closing out when you type a text that’s too long
109038,Thu Nov 23 19:10:26 +0000 2017,@AppleSupport The newest one
1973689,Wed Nov 01 05:29:40 +0000 2017,I updated to iOS 11 but my phone is working slow . Is der any option to downgrade to iOS 10 ...? Dear @115858 @AppleSupport @157399
116026,Thu Nov 23 21:06:01 +0000 2017,@AppleSupport hello my phone is not good
939635,Sat Oct 21 14:20:00 +0000 2017,"Hey @AppleSupport i have background apps disabled on iOS11, Why are applications still being updated in the background? https://t.co/yXcijY4tQV"
2314375,Sun Nov 12 22:43:05 +0000 2017,"Seriously @115858, you have a new iPhone update every other day but can’t fix the letter i from changing to “I️” ? #fixthebug"
619414,Wed Nov 22 11:33:48 +0000 2017,This new iPhone update has completely drained my battery life. @AppleSupport any chance in producing a phone that lasts longer than 3 hours !!!
563097,Sat Dec 02 23:42:05 +0000 2017,@AppleSupport correct
860805,Mon Oct 09 17:26:52 +0000 2017,"@AppleSupport Also, when I am on facetime and take a live picture they still dont show up."
768237,Sat Oct 07 10:50:53 +0000 2017,Soy yo o la última actualización de iOS afectó la velocidad del AppStore? 😕 @AppleSupport
2772634,Mon Nov 27 00:24:44 +0000 2017,"@AppleSupport my daughters iPhone 6s is stuck in headphone mode. I’ve turned it off and back on, it’s not in do not disturb mode... please help"
374807,Mon Oct 09 01:19:59 +0000 2017,@AppleSupport For than 5 times a day every day since I updated to IOS 11
488002,Fri Dec 01 16:09:08 +0000 2017,@AppleSupport 11.1.2 IPhone 6+
1743488,Tue Nov 07 06:01:34 +0000 2017,Anyone else? @115858 @AppleSupport fix this! It’s pretty annoying. https://t.co/DoQsPO5Gjr
2617034,Sun Nov 26 21:20:30 +0000 2017,So my friend lost all their contacts and pictures and everything on #iphone cos password forgotten and it's encrypted. What should they do? @AppleSupport.
2304862,Sun Nov 12 19:09:51 +0000 2017,@318 @115858 HOW DO I️ FIX MY PHONES THING SO THAT MY “I” DOESNT COME UP WEIRD ANYMORE?
2298310,Sun Nov 12 05:56:45 +0000 2017,What’s going on w/ this glitch @115858 @AppleSupport autocorrect? This is so annoying 😂🤣
2330946,Fri Oct 20 00:49:42 +0000 2017,@AppleSupport why is “other” category using half the storage? #support #apple #ipad #ios11 https://t.co/3mE1l3vraF
40448,Wed Nov 01 15:39:52 +0000 2017,@AppleSupport iOS 11.1. To open twitter i had to restart the phone again the screen just froze when j clicked☹️
2143350,Wed Nov 08 22:56:12 +0000 2017,WTH is this when I start my computer? 🙀 @AppleSupport https://t.co/ZooJmxB0eZ
1953766,Sun Oct 29 17:15:52 +0000 2017,"Ok..All together ..... IOS 11.0.3 #sucks! Please @115858 , fix this mess you’ve created. Did you not even test it before it was forced on us?"
2020549,Sun Nov 05 00:03:07 +0000 2017,@115858 can y’all this “I️” shit
2837120,Tue Nov 28 08:48:06 +0000 2017,@AppleSupport @789647 My screen is still crazy and unresponsive.. any help?
2890981,Tue Nov 14 00:50:12 +0000 2017,"My phone keep bugging, restarting itself. Then deleted all my pictures and brought it back, and now all iMessages are gone like @115858 whats really good b ! 😡😡 @AppleSupport"
898617,Tue Nov 07 23:58:54 +0000 2017,@AppleSupport Left the system up on the locked screen and it somehow kicked out. Will advise if it happens again. Thanks!
2110831,Fri Nov 17 18:40:19 +0000 2017,@AppleSupport Everything is as it should be
842543,Sun Oct 15 17:54:17 +0000 2017,@AppleSupport my phone is so much slower since the ios11 update when will it speed up again. Very frustrating.
2427372,Tue Nov 14 19:21:54 +0000 2017,@AppleSupport I’ve tried all of these and they don’t work!! Today I’ve done two 20min walks on activity. Plus at least about 20mins walking on top of that. And I’m still only show 28 active minutes!!!
326407,Sat Oct 07 13:40:30 +0000 2017,@115858 Loved my iPhone 7 until I downloaded iOS 11. Worst battery drain ever. #DoBetter
1935939,Fri Oct 27 19:07:40 +0000 2017,"@AppleSupport Upgrading to High Sierra basically messed up my system. Install failed and now, internet recovery has been failing for 2 days😠"
603266,Sun Dec 03 22:11:35 +0000 2017,@AppleSupport my friend lost his iPhone today. Any ways to track the location?!?! #HelpNeeded @115858 @115858
2113798,Wed Nov 08 15:11:28 +0000 2017,Hey @115858 y’all plan on fixing this cuz it’s annoying af https://t.co/66JaJXZ8uF
745136,Wed Oct 11 16:25:41 +0000 2017,@AppleSupport Just replied 👍🏻
1950497,Wed Oct 18 16:09:51 +0000 2017,@AppleSupport iPhone 6 is getting  hang again and again after installation  of ios 11.0.2 pls help
541163,Sat Dec 02 06:16:35 +0000 2017,@AppleSupport why does my iPhone keep restarting its self every 30 seconds - 1 minute!!
656313,Wed Nov 22 22:15:37 +0000 2017,@AppleSupport hi. I've just opened my refurb Macbook Pro 2017 and it's not charging. It's been about 20 minutes and it's just flashing a red battery icon and not showing me anything else on the screen 😧
2376045,Tue Nov 14 03:14:46 +0000 2017,@AppleSupport Yes. Have tried different cables and outlets. Our iPhones are still charging with all of them.
2306195,Mon Nov 13 02:54:42 +0000 2017,@AppleSupport It seems to have fixed the issue. Props for the quick customer service
1170166,Tue Oct 24 19:04:58 +0000 2017,@116333 https://t.co/71K0T4Okgd
1482979,Fri Nov 03 01:52:17 +0000 2017,@115858 @AppleSupport answers are needed
2041515,Wed Nov 08 02:36:13 +0000 2017,So annoying!!! I️ wish @115858 would fix this! https://t.co/y3fCel89sb
2041648,Wed Nov 08 01:45:22 +0000 2017,Yo @AppleSupport when are you gonna fix this buggy ass iOS we got running? Shit is so trash I️ might convert to android
2774315,Tue Nov 21 17:36:57 +0000 2017,"@AppleSupport Yeah, I did that. However, the map was not edited to reflect my (correct) feedback. How do I make sure the map does get changed?"
1807786,Sat Oct 14 07:58:30 +0000 2017,@146956 @115858 #iOS app shows different fonts. Pls fix it and thank me for the suggestions :) https://t.co/1pl6fpyfNs
1473323,Fri Nov 03 00:46:21 +0000 2017,@AppleSupport what’s going on with the letter (I️)??????
53016,Wed Nov 01 18:05:13 +0000 2017,@115858 my iPhone is broken. I is a question mark in a box
2577090,Thu Nov 16 21:19:48 +0000 2017,"@AppleSupport Ever since I've updated to IOS 11, It's battery has been draining really fast and it charges really slowly. I'm using the IPhone 7."
1120604,Sun Oct 15 05:11:57 +0000 2017,@AppleSupport nothing has changd evn aftr 11.0.3 update ... Continuous battery drainage and random shutdowns have increased even more
2856752,Mon Nov 27 21:34:53 +0000 2017,@115858 I updated to the new high sierra software and my mac mini now wont load up. Keeps restarting on this screen https://t.co/bxs1UaDfMI
1865227,Fri Oct 20 15:31:10 +0000 2017,@AppleSupport the new update sucks my notifications and banners now aren’t working on some apps and my phone keeps crashing 😑😑😑
741665,Sun Oct 15 17:46:07 +0000 2017,@AppleSupport Nope. Just the twitter app. Started happening when twitter discontinued their watch app.
995138,Thu Oct 12 02:14:31 +0000 2017,@AppleSupport hi! I have stains on my MacBook Pro 13 screen. but my warranty has expired since February. Can u help me
847705,Mon Oct 09 06:27:14 +0000 2017,"@116333 
Many glitches in ios 11 my iPhone was dying in 85 minutes. Can’t ur team fix this issue."
449531,Fri Dec 01 07:53:20 +0000 2017,@AppleSupport Need this phone for work is it worth taking into the phone store? Because iTunes clearly doesn't work
1379600,Mon Oct 16 16:39:22 +0000 2017,@AppleSupport Couldn't be updated so needs to be restored but just as it's finished extracting software it says it can't be done
1682457,Mon Nov 06 14:38:31 +0000 2017,Hey @115858 this keyboard bug sucks. I️ don’t like it
707466,Tue Oct 10 18:42:26 +0000 2017,my phone has been dying on 40% recently so....wtf is good @115858
1588812,Sat Nov 04 19:14:42 +0000 2017,dear @115858 my phone keeps correcting i to i️ and my music stops playing every 5 seconds fix this shit
2798459,Tue Nov 21 22:57:12 +0000 2017,Ok I️ try and keep my bool about @115858 updating our phones but why the fuck can’t we type the letter I WITH OUT SEEING “?”
2833086,Mon Nov 27 06:09:00 +0000 2017,Computer issues when you have assignments due are the worse complete shit. @115858 my MacBook can't be that old to be having these kind of issues 😡
1744811,Tue Nov 07 06:43:42 +0000 2017,@AppleSupport I️ (what is that every time i* press the letter i* by itself it pops up as I️) also I’m not the only one plz help thx 🧞‍♂️
1852034,Wed Oct 18 22:50:22 +0000 2017,@AppleSupport why is my safari forcefully closing on my phone ? :(
2770789,Tue Nov 21 04:43:57 +0000 2017,"Soooo, are we just going to sit here and ignore the fact that it’s been a couple of weeks now since this I️ I’m @115858 error started?? 🤔"
1363855,Fri Oct 27 19:42:08 +0000 2017,@115858 what’s wrong with the new 11.0.3 update? The battery %age is falling like the water drops. #AppleSupport
2595549,Fri Nov 17 02:35:26 +0000 2017,"@AppleSupport setting up a replacement iPhone and your verification put it in a different state, should I just accept it? Why include that info if it's so wrong?"
1864636,Fri Oct 20 13:35:00 +0000 2017,@AppleSupport why does SPTM always appear like it starts a 0 the last couple of days? https://t.co/JDEKDaUof8
1150277,Mon Oct 16 01:37:37 +0000 2017,@AppleSupport missing from iMessage. Not just iOS either. Messages isn’t playing nice with https://t.co/a6B9V8t37W. Mail works...I guess that’s a win!
2067795,Sun Oct 08 05:44:23 +0000 2017,@AppleSupport can y’all address the bugs in this new update? Cus my iPhone 7 that I’ve had since March starts acting up all of a sudden??
963349,Sat Oct 14 01:45:03 +0000 2017,@AppleSupport could you please sort out the music app crashing every hour? So annoying now 😡😩
2349432,Mon Nov 13 16:10:47 +0000 2017,"@AppleSupport  my phone almost hanging i cant use , i up date the soft wear from the i tunes 👎🏼👎🏼👎🏼 https://t.co/pCPZrXtYp6"
903730,Fri Nov 10 14:22:50 +0000 2017,Never had @917 issues until @115858 recent 11.1.1 update. @AppleSupport get this fixed please!
1776875,Tue Nov 07 23:16:55 +0000 2017,@AppleSupport are the servers down? No iPhone will update today https://t.co/AdYmKpdQHN
2894743,Tue Nov 28 16:06:52 +0000 2017,"@AppleSupport It happens regardless of devices being attached. It happens across all the of the apps I'm running: Mail, Preview, Chrome, Word, Excel. It happens even if only one app is running."
2557445,Thu Nov 16 14:01:32 +0000 2017,"@115858 I found my way to this screen with no way out without restarting and definitely no reinstall of my root volume. It's kind of amazingly bad UX, @115858. How? https://t.co/s9HgNUfsbK"
1857307,Thu Oct 19 05:35:59 +0000 2017,Why did @115858 break saving pdfs from safari in ios 11? So frustrated with some of these changes.
1714125,Tue Nov 07 02:15:24 +0000 2017,No se están descargando las actualizaciones en #iOS11 @115858 @AppleSupport
2138245,Wed Nov 08 18:01:44 +0000 2017,I have the newest iPhone update but some emojis only show the question mark like my phone doesn’t support it???? @AppleSupport
1566897,Sat Nov 04 07:14:30 +0000 2017,@AppleSupport I can’t disable it as hard as I try. This is really frustrating.
1449288,Mon Oct 16 19:57:43 +0000 2017,"@AppleSupport Ahh, y’all might be onto something. Haven’t been able to make adjustments for months. Forgotten pass. Where do I go? https://t.co/bYy8q4Vq5Y"
2734383,Mon Nov 20 19:26:26 +0000 2017,"I went to get my iMac fixed at the @115858 store (for the 4th time in a 1 month period) because it was having ongoing issues. They said they could update the OS from Sierra to High Sierra while it was getting fixed. I said yes, and we had an agreement they would do it... [Thread]"
1852315,Thu Oct 19 01:07:26 +0000 2017,"Hey @AppleSupport  ever since update to the newest iPhone OS, airdrop won’t work.  Way to go! #fixit"
1726203,Tue Nov 07 03:19:20 +0000 2017,@AppleSupport Fix my now practically useless phone!
583581,Sun Dec 03 06:27:59 +0000 2017,"@AppleSupport My AirPods don't consistently play/pause when I'm listening to podcasts, but seem to work fine for music. Should I return them for a new pair since I've had them for less than 30 days?"
2005653,Sat Nov 04 01:24:09 +0000 2017,@AppleSupport fun idea: making it where my phone doesn’t crash or freeze every 2 seconds and force a hard reset.
1993575,Fri Nov 03 04:53:01 +0000 2017,@AppleSupport fix it !
2476059,Wed Nov 15 06:29:31 +0000 2017,SOS @115858 fix my phone
2177409,Thu Nov 09 15:22:21 +0000 2017,@116333 Please get the iOS 11 “I”-bug fixed. #Apple
1658702,Mon Nov 06 02:56:28 +0000 2017,"Dear apple, fix the problem with the i’s because I’m annoyed. Thank you @115858"
2852254,Mon Nov 27 20:38:54 +0000 2017,"@AppleSupport For around 10-15 mins 
I have enough space left on my phone so.."
1680805,Mon Nov 06 11:37:20 +0000 2017,@AppleSupport Hi! Can you confirm when the phone upgrade plan will be available again?? Thanks.
536628,Sat Dec 02 12:51:23 +0000 2017,"Umm... @AppleSupport I woke up to my phone doing this every few seconds, not minutes. I tried a hard reset and it didn't help. Ideas? https://t.co/CSR42PzezB"
2852282,Mon Nov 27 19:45:34 +0000 2017,"I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️
Can we fix this @115858"
938107,Sat Oct 21 15:45:06 +0000 2017,@AppleSupport Also speaker 🔊 volume when on phone is super low now since updating to iOS 11 . Please fix !
1182504,Tue Oct 24 22:29:23 +0000 2017,@AppleSupport I cracked my iPhone 7 and can’t see the screen. I backed it up and it said it was corrupt or not compatible w my new iphone 7
